時間,新竹,臺北,大武,淡水,澎湖,蘇澳,金門,高雄,臺東,嘉義,宜蘭,彭佳嶼,花蓮,鞍部,臺南,竹子湖,玉山,成功,梧棲,阿里山,日月潭,臺中,馬祖,東吉島,恆春,基隆,蘭嶼,板橋
2014-05,80,81,76,86,88,86,87,78,77,81,89,90,85,88,79,88,94,82,85,94,86,78,83,83,75,86,89,80
2014-06,78,76,77,83,86,82,86,81,79,77,85,89,82,87,80,87,83,81,82,89,89,74,84,83,80,83,89,78
2014-07,73,68,75,75,82,75,81,78,74,73,78,86,77,86,77,82,69,77,77,88,86,71,82,80,80,72,86,72
2014-08,74,68,75,75,83,76,82,79,75,80,78,84,78,86,80,83,76,79,78,92,87,76,81,81,84,72,87,74
2014-09,72,71,78,73,78,78,75,78,75,79,79,85,78,84,77,80,75,78,78,89,86,74,80,80,74,74,86,69
2014-10,70,71,69,72,70,74,63,70,69,74,77,72,71,85,69,80,49,70,73,81,80,65,69,71,63,70,78,68
2014-11,76,75,70,77,75,81,67,72,71,77,84,76,77,88,73,83,70,73,79,79,79,72,78,74,68,76,82,72
2014-12,74,70,66,73,71,75,61,68,69,77,77,70,74,89,71,82,73,71,74,79,84,71,68,72,62,71,81,69
2015-01,71,67,66,72,73,74,65,66,68,75,75,70,72,87,70,81,54,70,76,68,76,68,77,72,62,72,76,67
2015-02,78,72,71,77,76,81,69,69,72,77,80,75,79,91,73,85,80,73,79,78,79,71,81,76,68,78,80,72
2015-03,83,80,74,82,79,84,74,72,74,79,83,83,81,92,75,87,81,79,80,82,83,74,84,79,68,83,85,77
2015-04,78,75,74,77,76,81,74,70,77,76,80,82,82,85,73,80,74,79,75,75,77,68,79,77,72,76,84,74
2015-05,81,78,77,81,82,84,83,77,83,81,84,86,85,90,80,84,83,83,82,85,88,77,85,82,76,78,87,76
2015-06,75,73,73,76,83,79,86,75,76,72,80,87,80,89,74,80,64,80,77,81,84,71,83,81,73,76,83,71
2015-07,74,72,74,72,84,75,78,78,79,75,78,85,76,88,79,79,80,79,77,90,85,71,85,80,76,71,85,70
2015-08,75,76,76,76,86,81,74,80,80,80,83,85,84,93,81,85,82,80,79,90,87,76,87,82,77,77,85,73
2015-09,74,74,74,74,79,77,72,76,77,83,79,80,80,89,76,81,73,78,76,87,87,72,84,80,74,75,80,70
2015-10,75,78,71,73,76,79,67,76,77,85,82,78,79,94,77,85,72,77,77,81,89,72,82,78,72,76,81,70
2015-11,77,79,72,74,77,83,70,74,81,80,83,81,83,95,75,86,64,80,78,78,84,71,87,79,73,80,87,71
2015-12,79,79,68,75,75,81,70,71,78,76,81,75,79,97,75,88,69,75,78,74,82,73,83,77,71,76,83,71
