時間,新竹,臺北,大武,淡水,澎湖,蘇澳,金門,高雄,臺東,嘉義,宜蘭,彭佳嶼,花蓮,鞍部,臺南,竹子湖,玉山,成功,梧棲,阿里山,日月潭,臺中,馬祖,東吉島,恆春,基隆,蘭嶼,板橋
2009-03,75.9,98.7,126.3,85.9,104.6,90.1,99.1,215.9,94.1,146.0,105.7,107.3,95.4,63.4,180.6,87.7,175.7,77.6,125.5,161.7,112.9,143.0,111.7,121.0,185.5,94.3,65.5,93.1
2009-04,125.3,107.9,95.1,119.1,145.1,61.5,130.3,181.1,71.2,138.2,82.0,125.1,59.3,88.1,164.9,103.7,96.0,53.1,153.5,81.0,83.0,137.1,125.6,155.6,145.9,91.0,63.3,112.7
2009-05,223.5,210.3,222.1,231.7,246.3,180.9,193.7,256.0,205.9,209.3,200.1,230.8,192.0,173.6,226.5,191.1,214.3,180.3,229.2,135.7,156.5,195.2,195.9,257.7,246.6,201.5,193.7,221.2
2009-06,177.0,129.1,229.1,159.8,228.6,178.5,162.1,234.9,234.3,190.5,189.0,188.9,219.8,96.9,203.6,113.3,180.3,206.0,196.6,122.5,120.7,159.5,153.0,241.9,191.2,150.3,131.5,151.8
2009-07,241.5,182.5,239.6,237.7,275.5,239.5,242.6,240.6,245.7,195.9,255.4,286.2,264.6,129.8,198.7,161.4,175.5,230.5,236.0,131.9,107.0,162.5,249.0,250.1,212.8,229.4,181.7,211.2
2009-08,207.5,191.3,220.1,216.0,224.0,228.7,225.0,204.0,247.9,165.7,236.6,264.2,247.2,107.1,184.7,154.5,171.3,240.6,196.1,99.1,112.8,130.4,228.1,236.9,179.5,212.6,168.4,192.3
2009-09,260.8,213.0,171.0,215.6,228.0,145.5,221.5,186.1,184.0,188.4,153.8,243.2,164.8,78.5,187.0,162.3,169.5,179.4,236.2,116.3,127.8,164.5,143.9,241.8,171.5,178.3,139.1,225.7
2009-10,159.4,83.8,149.9,94.6,169.0,72.3,213.6,202.9,167.4,198.8,69.4,125.4,121.6,3.5,201.3,92.9,219.5,140.4,217.7,155.5,162.9,198.5,175.6,186.4,174.6,62.0,122.4,89.9
2009-11,136.9,90.3,150.3,98.0,107.3,58.4,134.5,174.3,150.7,141.4,67.6,72.9,92.5,39.1,156.9,87.9,245.3,98.3,169.4,144.0,169.5,186.1,83.9,127.0,170.6,57.6,73.4,97.2
2009-12,124.6,104.5,112.7,102.5,130.9,72.2,107.5,194.2,109.8,170.8,71.0,94.6,103.8,57.2,176.1,105.1,213.5,84.4,155.4,149.5,164.5,163.6,118.9,154.3,188.7,68.6,89.9,105.2
2010-01,121.4,112.6,110.1,101.5,109.6,92.4,110.9,199.8,106.0,160.1,93.5,75.1,97.2,66.8,186.1,103.4,213.5,71.7,132.7,139.1,154.5,153.8,82.0,127.4,176.1,84.5,65.6,117.5
2010-02,75.1,79.9,154.9,76.4,86.2,68.7,41.1,184.3,125.7,127.4,85.8,71.0,81.3,58.7,153.6,76.8,124.6,84.4,105.1,109.6,134.2,118.4,71.2,107.9,158.8,61.7,102.9,80.3
2010-03,130.8,152.9,143.7,138.0,169.2,116.5,107.6,226.6,113.1,206.2,121.4,135.3,137.5,118.6,200.0,147.4,218.2,97.4,169.3,165.3,156.9,176.8,125.3,177.3,196.6,115.5,90.3,147.5
2010-04,83.7,74.0,114.4,81.0,111.4,72.6,83.3,187.6,101.2,136.3,82.6,76.1,84.7,57.9,154.2,74.7,141.8,63.7,120.9,132.5,99.6,127.8,77.2,129.2,170.8,63.8,80.9,76.7
2010-05,135.7,115.3,160.8,137.1,171.1,124.4,107.1,238.6,146.2,181.4,134.2,133.3,131.7,101.7,203.9,57.0,123.1,105.4,153.7,110.4,118.0,153.5,97.8,195.8,188.2,106.6,106.1,122.8
2010-06,117.8,77.8,184.2,91.6,153.0,107.5,96.2,186.1,178.4,141.7,119.3,106.2,124.4,54.8,165.4,66.2,107.4,146.0,131.7,85.3,70.3,108.4,73.7,158.0,162.8,45.9,143.0,96.7
2010-07,250.3,176.4,237.8,215.3,240.4,243.5,254.5,230.5,255.6,210.7,257.7,268.1,260.7,144.7,161.8,162.6,177.5,228.3,242.2,125.6,141.0,179.7,236.2,241.0,201.8,219.0,186.8,222.7
2010-08,240.2,212.4,226.1,232.9,259.0,234.3,259.4,216.4,243.7,212.1,241.0,274.4,253.0,139.6,202.6,185.0,173.2,224.8,228.8,115.0,138.2,155.9,290.5,258.7,186.2,233.9,152.8,221.4
2010-09,207.3,201.5,154.6,201.3,211.9,184.1,167.3,169.8,176.4,179.3,209.5,233.6,196.3,134.6,160.4,126.0,127.5,162.8,208.0,103.3,120.5,163.8,185.1,215.5,146.2,171.1,151.4,213.8
2010-10,129.7,68.4,143.3,74.7,127.5,63.7,119.5,177.4,142.8,181.0,74.5,85.3,117.8,27.7,176.9,64.8,156.7,122.6,183.5,112.4,119.9,165.2,86.3,164.9,134.2,33.6,93.8,74.7
2010-11,132.3,72.4,125.8,74.8,130.4,48.4,178.0,172.8,123.6,157.9,58.0,59.2,93.8,21.7,157.2,73.0,182.5,102.0,164.8,136.9,164.8,181.5,109.1,138.7,138.7,50.8,41.3,85.9
2010-12,177.0,163.0,121.1,158.5,188.1,109.3,186.7,188.5,113.9,206.1,137.1,139.8,98.8,125.1,205.5,151.7,241.1,82.0,214.9,173.0,168.4,201.3,180.0,179.1,175.8,116.2,92.1,166.6
2011-01,49.1,17.1,69.5,22.9,29.1,12.6,88.5,130.2,51.9,115.7,19.9,2.7,44.3,7.0,113.5,34.3,164.1,39.8,93.3,93.1,87.9,129.1,45.7,39.9,109.5,1.3,27.7,28.4
2011-02,94.6,87.8,136.9,79.7,98.2,85.4,132.9,212.8,124.1,157.0,81.8,64.4,98.5,69.4,186.5,80.2,170.1,75.6,115.3,127.5,154.7,162.4,87.4,113.4,164.5,54.4,88.1,91.2
2011-03,52.4,55.0,31.2,58.4,90.8,45.6,95.2,140.2,15.5,99.0,47.7,44.2,34.3,47.4,135.5,57.7,150.6,13.9,101.9,107.0,90.5,109.6,86.4,92.7,138.9,43.9,28.2,58.5
2011-04,151.9,153.1,131.9,160.2,187.7,114.8,180.1,195.3,117.7,180.2,142.3,177.2,124.5,143.7,187.4,142.6,197.4,85.4,161.1,136.3,98.0,150.6,150.7,183.9,141.2,118.7,108.5,147.5
2011-05,111.3,94.2,137.8,109.2,132.8,78.6,132.6,186.8,86.9,143.1,105.2,124.7,83.9,63.6,167.7,68.8,97.2,74.4,142.7,86.0,82.2,118.8,132.1,123.9,150.8,96.4,74.5,97.6
2011-06,206.4,145.7,221.9,190.7,251.1,183.4,176.3,240.9,226.0,205.1,200.6,212.1,213.9,114.7,220.6,122.4,175.9,206.8,221.7,138.3,121.5,182.8,150.6,220.6,214.5,167.9,85.6,167.8
2011-07,233.0,181.7,214.5,212.3,278.2,264.5,226.6,211.9,233.5,208.6,266.2,296.4,269.5,140.7,202.2,153.1,159.9,212.7,243.7,112.0,115.6,188.5,265.0,216.9,176.2,242.2,149.1,213.5
2011-08,224.0,195.7,239.6,221.7,293.8,243.6,255.1,235.6,248.1,215.0,256.7,287.0,253.5,125.3,224.3,149.0,158.4,239.5,254.6,130.9,136.4,169.6,258.0,266.5,191.8,223.2,195.3,204.4
2011-09,208.5,170.0,154.0,186.2,212.2,169.9,161.1,192.0,150.9,191.1,178.1,206.5,170.2,111.8,180.4,138.2,174.2,141.4,217.2,105.3,124.9,172.6,152.6,190.0,159.0,145.4,129.8,173.7
2011-10,156.6,53.3,137.4,77.9,137.5,33.3,173.2,167.4,122.2,166.5,33.5,104.0,70.6,40.5,165.2,74.2,147.2,104.5,187.6,90.3,123.3,188.6,123.0,123.0,154.2,24.4,73.6,67.6
2011-11,105.9,74.5,100.2,77.0,62.8,57.5,122.3,130.2,98.5,108.0,59.4,68.4,81.5,30.4,97.2,68.3,136.8,76.4,112.7,95.8,127.7,130.1,53.7,61.5,127.7,38.0,44.1,89.6
2011-12,77.7,23.5,57.4,34.7,52.6,24.5,124.9,93.4,44.7,87.6,21.0,30.5,28.5,18.7,92.7,44.8,169.2,29.6,112.9,86.6,103.4,139.4,59.9,49.3,106.6,17.2,15.1,33.7
2012-01,44.1,23.0,111.0,27.0,24.2,37.3,70.6,177.1,87.2,96.5,38.4,24.5,48.3,25.5,144.9,37.4,137.5,52.8,101.7,111.9,127.3,142.9,29.5,38.8,185.4,14.6,46.3,26.8
2012-02,48.3,43.7,71.0,48.5,34.4,37.0,44.7,165.0,64.8,84.0,61.5,23.4,42.7,39.5,125.0,52.3,123.8,54.0,48.5,85.5,105.0,104.1,14.4,36.3,126.7,34.9,50.9,61.3
2012-03,121.8,109.0,135.1,104.3,119.5,92.0,107.1,216.3,103.2,162.0,110.1,101.3,105.3,100.6,201.6,112.0,199.8,75.0,137.0,168.3,150.7,165.7,93.1,101.7,186.5,105.0,99.9,130.0
